Datetime,Open,High,Low,Close,Volume
2025-09-16 20:20:00-04:00,1.18552,1.18561,1.18552,1.18561,7
2025-09-16 20:25:00-04:00,1.18561,1.18564,1.18554,1.18564,8
2025-09-16 20:30:00-04:00,1.18564,1.18564,1.1853799999999999,1.18563,10
2025-09-16 20:35:00-04:00,1.18563,1.1857199999999999,1.18563,1.18568,32
2025-09-16 20:40:00-04:00,1.18568,1.1859899999999999,1.18567,1.1859899999999999,121
2025-09-16 20:45:00-04:00,1.1859899999999999,1.18606,1.18592,1.18603,137
2025-09-16 20:50:00-04:00,1.18603,1.18607,1.18597,1.18601,119
2025-09-16 20:55:00-04:00,1.18601,1.18606,1.18598,1.18604,95
2025-09-16 21:00:00-04:00,1.18604,1.1867,1.186,1.18647,122
2025-09-16 21:05:00-04:00,1.18647,1.18649,1.1863299999999999,1.18644,83
2025-09-16 21:10:00-04:00,1.18644,1.18656,1.18642,1.18651,64
2025-09-16 21:15:00-04:00,1.18651,1.18661,1.1865,1.18659,64
2025-09-16 21:20:00-04:00,1.18659,1.18669,1.18656,1.18663,71
2025-09-16 21:25:00-04:00,1.18663,1.18669,1.1865999999999999,1.18669,55
2025-09-16 21:30:00-04:00,1.18669,1.18678,1.18663,1.18675,55
2025-09-16 21:35:00-04:00,1.18675,1.1868,1.18669,1.18679,70
2025-09-16 21:40:00-04:00,1.18679,1.18679,1.18662,1.18665,47
2025-09-16 21:45:00-04:00,1.18665,1.18665,1.18648,1.18649,43
2025-09-16 21:50:00-04:00,1.18649,1.1865999999999999,1.18637,1.18651,70
2025-09-16 21:55:00-04:00,1.18651,1.18655,1.18642,1.18655,93
2025-09-16 22:00:00-04:00,1.18655,1.18675,1.18652,1.18675,94
2025-09-16 22:05:00-04:00,1.18675,1.18679,1.18671,1.18679,57
2025-09-16 22:10:00-04:00,1.18679,1.18696,1.18678,1.18696,66
2025-09-16 22:15:00-04:00,1.18696,1.18698,1.18689,1.18695,53
2025-09-16 22:20:00-04:00,1.18695,1.18716,1.1869399999999999,1.18715,83
2025-09-16 22:25:00-04:00,1.18715,1.18716,1.18707,1.18715,55
2025-09-16 22:30:00-04:00,1.18715,1.18717,1.18708,1.18715,60
2025-09-16 22:35:00-04:00,1.18715,1.18723,1.18709,1.1872,87
2025-09-16 22:40:00-04:00,1.1872,1.18724,1.18688,1.18696,67
2025-09-16 22:45:00-04:00,1.18696,1.18706,1.1869399999999999,1.18699,70
2025-09-16 22:50:00-04:00,1.18699,1.18717,1.18699,1.1871,63
2025-09-16 22:55:00-04:00,1.1871,1.18713,1.18692,1.18705,133
2025-09-16 23:00:00-04:00,1.18705,1.18715,1.18679,1.18686,217
2025-09-16 23:05:00-04:00,1.18686,1.18689,1.18661,1.18689,174
